movie_id,old_title,title,clean_title,poster_info,imdb_url,poster_url
175,Brazil (1985),Brazil,brazil,"(175, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTRjOWMxYWItNTBiOS00MWFkLTk4YWQtNTQ1NzQyYWIyNzQ3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR4,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTRjOWMxYWItNTBiOS00MWFkLTk4YWQtNTQ1NzQyYWIyNzQ3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR4,0,182,268_AL_.jpg"
176,Aliens (1986),Aliens,aliens,"(176, 'https://images-na.ssl-images-amazon.com/images/M/MV5BOTYxZGJkNDUtOWRmMy00M2JjLWJiNjAtNTE0OWU0ODU1MDdiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTYxZGJkNDUtOWRmMy00M2JjLWJiNjAtNTE0OWU0ODU1MDdiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
177,"Good, The Bad and The Ugly, The (1966)","The Good, The Bad and The Ugly","the good, the bad and the ugly","(177, 'manual')",http://www.imdb.com/title/tt0060196/,manual
178,12 Angry Men (1957),12 Angry Men,12 angry men,"(178, 'https://images-na.ssl-images-amazon.com/images/M/MV5BODQwOTc5MDM2N15BMl5BanBnXkFtZTcwODQxNTEzNA@@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BODQwOTc5MDM2N15BMl5BanBnXkFtZTcwODQxNTEzNA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
179,"Clockwork Orange, A (1971)",A Clockwork Orange,a clockwork orange,"(179, 'manual')",http://www.imdb.com/title/tt0066921/,manual
180,Apocalypse Now (1979),Apocalypse Now,apocalypse now,"(180, 'https://images-na.ssl-images-amazon.com/images/M/MV5BYWNjNjZjYmMtOTRjOC00ZGIwLWI2YzEtMjkxNTAzODkzZDRlXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UY268_CR1,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BYWNjNjZjYmMtOTRjOC00ZGIwLWI2YzEtMjkxNTAzODkzZDRlXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UY268_CR1,0,182,268_AL_.jpg"
181,Return of the Jedi (1983),Return of the Jedi,return of the jedi,"(181, 'manual')",http://www.imdb.com/title/tt0086190/,manual
182,GoodFellas (1990),GoodFellas,goodfellas,"(182, 'manual')",http://www.imdb.com/title/tt0099685/,manual
183,Alien (1979),Alien,alien,"(183, 'https://images-na.ssl-images-amazon.com/images/M/MV5BNDNhN2IxZWItNGEwYS00ZDNhLThiM2UtODU3NWJlZjBkYjQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDNhN2IxZWItNGEwYS00ZDNhLThiM2UtODU3NWJlZjBkYjQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR0,0,182,268_AL_.jpg"
184,Army of Darkness (1993),Army of Darkness,army of darkness,"(184, 'manual')",http://www.imdb.com/title/tt0106308/,manual
185,Psycho (1960),Psycho,psycho,"(185, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMDI3OWRmOTEtOWJhYi00N2JkLTgwNGItMjdkN2U0NjFiZTYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDI3OWRmOTEtOWJhYi00N2JkLTgwNGItMjdkN2U0NjFiZTYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
186,"Blues Brothers, The (1980)",The Blues Brothers,the blues brothers,"(186, 'manual')",http://www.imdb.com/title/tt0080455/,manual
187,"Godfather: Part II, The (1974)",The Godfather: Part II,the godfather: part ii,"(187, 'manual')",http://www.imdb.com/title/tt0071562/,manual
188,Full Metal Jacket (1987),Full Metal Jacket,full metal jacket,"(188, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NzY4ODk4Nl5BMl5BanBnXkFtZTgwOTcxNTYxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NzY4ODk4Nl5BMl5BanBnXkFtZTgwOTcxNTYxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
189,"Grand Day Out, A (1992)",A Grand Day Out,a grand day out,"(189, 'manual')",http://www.imdb.com/title/tt0104361/,manual
190,Henry V (1989),Henry V,henry v,"(190, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1ODg1Mjk5NF5BMl5BanBnXkFtZTcwNzQyNjUxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1ODg1Mjk5NF5BMl5BanBnXkFtZTcwNzQyNjUxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
191,Amadeus (1984),Amadeus,amadeus,"(191, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5NDkwMTk5N15BMl5BanBnXkFtZTYwODg3MDk2._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5NDkwMTk5N15BMl5BanBnXkFtZTYwODg3MDk2._V1_UX182_CR0,0,182,268_AL_.jpg"
192,Raging Bull (1980),Raging Bull,raging bull,"(192, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMjIxOTg3OTc5MF5BMl5BanBnXkFtZTcwNzkwNjMwNA@@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjIxOTg3OTc5MF5BMl5BanBnXkFtZTcwNzkwNjMwNA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
193,"Right Stuff, The (1983)",The Right Stuff,the right stuff,"(193, 'manual')",http://www.imdb.com/title/tt0086197/,manual
194,"Sting, The (1973)",The Sting,the sting,"(194, 'manual')",http://www.imdb.com/title/tt0070735/,manual
195,"Terminator, The (1984)",The Terminator,the terminator,"(195, 'manual')",http://www.imdb.com/title/tt0088247/,manual
196,Dead Poets Society (1989),Dead Poets Society,dead poets society,"(196, 'https://images-na.ssl-images-amazon.com/images/M/MV5BOGYwYWNjMzgtNGU4ZC00NWQ2LWEwZjUtMzE1Zjc3NjY3YTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BOGYwYWNjMzgtNGU4ZC00NWQ2LWEwZjUtMzE1Zjc3NjY3YTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
197,"Graduate, The (1967)",The Graduate,the graduate,"(197, 'manual')",http://www.imdb.com/title/tt0061722/,manual
198,Nikita (La Femme Nikita) (1990),Nikita,nikita,"(198, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0NjYzNjY1MF5BMl5BanBnXkFtZTgwOTk1Mzk5MDE@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0NjYzNjY1MF5BMl5BanBnXkFtZTgwOTk1Mzk5MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
199,"Bridge on the River Kwai, The (1957)",The Bridge on the River Kwai,the bridge on the river kwai,"(199, 'manual')",http://www.imdb.com/title/tt0050212/,manual
200,"Shining, The (1980)",The Shining,the shining,"(200, 'manual')",http://www.imdb.com/title/tt0081505/,manual
201,Evil Dead II (1987),Evil Dead II,evil dead ii,"(201, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTA4Nzg5MjMwNzFeQTJeQWpwZ15BbWU4MDA2NDg4MDcx._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTA4Nzg5MjMwNzFeQTJeQWpwZ15BbWU4MDA2NDg4MDcx._V1_UX182_CR0,0,182,268_AL_.jpg"
202,Groundhog Day (1993),Groundhog Day,groundhog day,"(202, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0MzQyNTExMV5BMl5BanBnXkFtZTgwMjA0Njk1MDE@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0MzQyNTExMV5BMl5BanBnXkFtZTgwMjA0Njk1MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
203,Unforgiven (1992),Unforgiven,unforgiven,"(203, 'https://images-na.ssl-images-amazon.com/images/M/MV5BODM3YWY4NmQtN2Y3Ni00OTg0LWFhZGQtZWE3ZWY4MTJlOWU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BODM3YWY4NmQtN2Y3Ni00OTg0LWFhZGQtZWE3ZWY4MTJlOWU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg"
204,Back to the Future (1985),Back to the Future,back to the future,"(204, 'https://images-na.ssl-images-amazon.com/images/M/MV5BZmU0M2Y1OGUtZjIxNi00ZjBkLTg1MjgtOWIyNThiZWIwYjRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BZmU0M2Y1OGUtZjIxNi00ZjBkLTg1MjgtOWIyNThiZWIwYjRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
205,Patton (1970),Patton,patton,"(205, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMmNhZmJhMmYtNjlkMC00MjhjLTk1NzMtMTNlMzYzNjZlMjNiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMmNhZmJhMmYtNjlkMC00MjhjLTk1NzMtMTNlMzYzNjZlMjNiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
206,Akira (1988),Akira,akira,"(206, 'https://images-na.ssl-images-amazon.com/images/M/MV5BY2Y0NjBmZDgtMDQ0My00ODVlLWFmNzEtOTM0N2ZiMWEyNzVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BY2Y0NjBmZDgtMDQ0My00ODVlLWFmNzEtOTM0N2ZiMWEyNzVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
207,Cyrano de Bergerac (1990),Cyrano de Bergerac,cyrano de bergerac,"(207, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1MTI5ODc3Nl5BMl5BanBnXkFtZTcwNjkyNDYyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1MTI5ODc3Nl5BMl5BanBnXkFtZTcwNjkyNDYyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
208,Young Frankenstein (1974),Young Frankenstein,young frankenstein,"(208, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTEwNjg2MjM2ODFeQTJeQWpwZ15BbWU4MDQ1MDU5OTEx._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTEwNjg2MjM2ODFeQTJeQWpwZ15BbWU4MDQ1MDU5OTEx._V1_UX182_CR0,0,182,268_AL_.jpg"
209,This Is Spinal Tap (1984),This Is Spinal Tap,this is spinal tap,"(209, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2MTIzMzg5Nl5BMl5BanBnXkFtZTgwOTc5NDI1MDE@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2MTIzMzg5Nl5BMl5BanBnXkFtZTgwOTc5NDI1MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
210,Indiana Jones and the Last Crusade (1989),Indiana Jones and the Last Crusade,indiana jones and the last crusade,"(210, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMjNkMzc2N2QtNjVlNS00ZTk5LTg0MTgtODY2MDAwNTMwZjBjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjNkMzc2N2QtNjVlNS00ZTk5LTg0MTgtODY2MDAwNTMwZjBjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
211,M*A*S*H (1970),M*A*S*H,m*a*s*h,"(211, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4NjE4MzI0N15BMl5BanBnXkFtZTgwMzIwMTM0MDE@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4NjE4MzI0N15BMl5BanBnXkFtZTgwMzIwMTM0MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
212,"Unbearable Lightness of Being, The (1988)",The Unbearable Lightness of Being,the unbearable lightness of being,"(212, 'manual')",http://www.imdb.com/title/tt0096332/,manual
213,"Room with a View, A (1986)",A Room with a View,a room with a view,"(213, 'manual')",http://www.imdb.com/title/tt0091867/,manual
214,Pink Floyd - The Wall (1982),Pink Floyd - The Wall,pink floyd - the wall,"(214, 'manual')",http://www.imdb.com/title/tt0084503/,manual
215,Field of Dreams (1989),Field of Dreams,field of dreams,"(215, 'https://images-na.ssl-images-amazon.com/images/M/MV5BOGMyMjBkYmYtM2FhOC00NTA3LWFkMGYtMjJlMjI3NTliZWI0XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY268_CR10,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BOGMyMjBkYmYtM2FhOC00NTA3LWFkMGYtMjJlMjI3NTliZWI0XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY268_CR10,0,182,268_AL_.jpg"
216,When Harry Met Sally... (1989),When Harry Met Sally,when harry met sally,"(216, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0ODEwNjM2NF5BMl5BanBnXkFtZTcwMjU2Mzg3NA@@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0ODEwNjM2NF5BMl5BanBnXkFtZTcwMjU2Mzg3NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
217,Bram Stoker's Dracula (1992),Bram Stoker's Dracula,bram stoker's dracula,"(217, 'manual')",http://www.imdb.com/title/tt0103874/,manual
218,Cape Fear (1991),Cape Fear,cape fear,"(218, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0NDE2MDI2MF5BMl5BanBnXkFtZTgwOTU2Mzk5MDE@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0NDE2MDI2MF5BMl5BanBnXkFtZTgwOTU2Mzk5MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
219,"Nightmare on Elm Street, A (1984)",A Nightmare on Elm Street,a nightmare on elm street,"(219, 'manual')",http://www.imdb.com/title/tt0087800/,manual
220,"Mirror Has Two Faces, The (1996)",The Mirror Has Two Faces,the mirror has two faces,"(220, 'manual')",http://www.imdb.com/title/tt0117057/,manual
221,Breaking the Waves (1996),Breaking the Waves,breaking the waves,"(221, 'https://images-na.ssl-images-amazon.com/images/M/MV5BNDYwZTU2MzktNWYxMS00NTYzLTgzOWEtMTRiYjc5NGY2Nzg1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDYwZTU2MzktNWYxMS00NTYzLTgzOWEtMTRiYjc5NGY2Nzg1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
222,Star Trek: First Contact (1996),Star Trek: First Contact,star trek: first contact,"(222, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4OTYwODY4MF5BMl5BanBnXkFtZTgwNTg2NjIyMDE@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4OTYwODY4MF5BMl5BanBnXkFtZTgwNTg2NjIyMDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
223,Sling Blade (1996),Sling Blade,sling blade,"(223, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyMzE5NTYwOF5BMl5BanBnXkFtZTgwMzYxNjcxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyMzE5NTYwOF5BMl5BanBnXkFtZTgwMzYxNjcxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
224,Ridicule (1996),Ridicule,ridicule,"(224, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3NTkxOTAyNF5BMl5BanBnXkFtZTcwMjg3NDUyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3NTkxOTAyNF5BMl5BanBnXkFtZTcwMjg3NDUyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
225,101 Dalmatians (1996),101 Dalmatians,101 dalmatians,"(225, 'https://images-na.ssl-images-amazon.com/images/M/MV5BZDY3NDQ5M2EtNDM5ZC00YWI0LWEwMzctYjA1M2EwOWE1MDVmXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDY3NDQ5M2EtNDM5ZC00YWI0LWEwMzctYjA1M2EwOWE1MDVmXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg"
226,Die Hard 2 (1990),Die Hard 2,die hard 2,"(226, 'https://images-na.ssl-images-amazon.com/images/M/MV5BYjliMTVjZTctMzQ2Ny00NjcyLWI4NjgtZGQ0ODA1ZWM3MjU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjliMTVjZTctMzQ2Ny00NjcyLWI4NjgtZGQ0ODA1ZWM3MjU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
227,Star Trek VI: The Undiscovered Country (1991),Star Trek VI: The Undiscovered Country,star trek vi: the undiscovered country,"(227, 'https://images-na.ssl-images-amazon.com/images/M/MV5BYTM1ZDc0MDEtYjhhMC00ZWFmLThlMTYtOTI2MTdkZDVhODQwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BYTM1ZDc0MDEtYjhhMC00ZWFmLThlMTYtOTI2MTdkZDVhODQwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
228,Star Trek: The Wrath of Khan (1982),Star Trek: The Wrath of Khan,star trek: the wrath of khan,"(228, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMzcyYWE5YmQtNDE1Yi00ZjlmLWFlZTAtMzRjODBiYjM3OTA3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzcyYWE5YmQtNDE1Yi00ZjlmLWFlZTAtMzRjODBiYjM3OTA3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
229,Star Trek III: The Search for Spock (1984),Star Trek III: The Search for Spock,star trek iii: the search for spock,"(229, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTliZGVjZmMtNzEzMy00MzVhLWFhYjYtNDhlYmViNGNiMGFlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTliZGVjZmMtNzEzMy00MzVhLWFhYjYtNDhlYmViNGNiMGFlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
230,Star Trek IV: The Voyage Home (1986),Star Trek IV: The Voyage Home,star trek iv: the voyage home,"(230, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMGY2MDE2MGQtMjczYi00YTdhLWIzNzktNDk2NzMzZmYwMTJjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGY2MDE2MGQtMjczYi00YTdhLWIzNzktNDk2NzMzZmYwMTJjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
231,Batman Returns (1992),Batman Returns,batman returns,"(231, 'https://images-na.ssl-images-amazon.com/images/M/MV5BODM2OTc0Njg2OF5BMl5BanBnXkFtZTgwMDA4NjQxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BODM2OTc0Njg2OF5BMl5BanBnXkFtZTgwMDA4NjQxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
232,Young Guns (1988),Young Guns,young guns,"(232, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzMzIyMjM3NV5BMl5BanBnXkFtZTcwMjgxNDcxMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzMzIyMjM3NV5BMl5BanBnXkFtZTcwMjgxNDcxMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
233,Under Siege (1992),Under Siege,under siege,"(233, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxMzEyNTczM15BMl5BanBnXkFtZTcwMjUzMzUxMQ@@._V1_UY268_CR8,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxMzEyNTczM15BMl5BanBnXkFtZTcwMjUzMzUxMQ@@._V1_UY268_CR8,0,182,268_AL_.jpg"
234,Jaws (1975),Jaws,jaws,"(234, 'https://images-na.ssl-images-amazon.com/images/M/MV5BNDcxODkyMjY4MF5BMl5BanBnXkFtZTgwOTk5NTc5MDE@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDcxODkyMjY4MF5BMl5BanBnXkFtZTgwOTk5NTc5MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
235,Mars Attacks! (1996),Mars Attacks!,mars attacks!,"(235, 'https://images-na.ssl-images-amazon.com/images/M/MV5BNzc4NzE5OTIwNV5BMl5BanBnXkFtZTcwNjk2MTEyMQ@@._V1_UY268_CR6,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzc4NzE5OTIwNV5BMl5BanBnXkFtZTcwNjk2MTEyMQ@@._V1_UY268_CR6,0,182,268_AL_.jpg"
236,Citizen Ruth (1996),Citizen Ruth,citizen ruth,"(236, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyNTEzMTU3MV5BMl5BanBnXkFtZTYwMDgwMzM5._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyNTEzMTU3MV5BMl5BanBnXkFtZTYwMDgwMzM5._V1_UX182_CR0,0,182,268_AL_.jpg"
237,Jerry Maguire (1996),Jerry Maguire,jerry maguire,"(237, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxNjc2NjQwOF5BMl5BanBnXkFtZTcwMDE2NDU2MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxNjc2NjQwOF5BMl5BanBnXkFtZTcwMDE2NDU2MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
238,Raising Arizona (1987),Raising Arizona,raising arizona,"(238, 'https://images-na.ssl-images-amazon.com/images/M/MV5BOGUwZTEwZTYtZmQ0OS00NmM1LWE2ZTQtNjZiYmE4ZmUxMjk1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BOGUwZTEwZTYtZmQ0OS00NmM1LWE2ZTQtNjZiYmE4ZmUxMjk1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
239,Sneakers (1992),Sneakers,sneakers,"(239, 'https://images-na.ssl-images-amazon.com/images/M/MV5BYWM2OWI0OTAtYTVlOC00YTA0LTllMTItNWM5OTIwZDJlYWFmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BYWM2OWI0OTAtYTVlOC00YTA0LTllMTItNWM5OTIwZDJlYWFmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
240,Beavis and Butt-head Do America (1996),Beavis and Butt-head Do America,beavis and butt-head do america,"(240, 'manual')",http://www.imdb.com/title/tt0115641/,manual
241,"Last of the Mohicans, The (1992)",The Last of the Mohicans,the last of the mohicans,"(241, 'manual')",http://www.imdb.com/title/tt0104691/,manual
242,Kolya (1996),Kolya,kolya,"(242, 'manual')",http://www.imdb.com/title/tt0116790/,manual
243,Jungle2Jungle (1997),Jungle2Jungle,jungle2jungle,"(243, 'manual')",http://www.imdb.com/title/tt0119432/,manual
244,Smilla's Sense of Snow (1997),Smilla's Sense of Snow,smilla's sense of snow,"(244, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyNDAzMzM1Ml5BMl5BanBnXkFtZTYwNDQ3OTU5._V1_UY268_CR2,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyNDAzMzM1Ml5BMl5BanBnXkFtZTYwNDQ3OTU5._V1_UY268_CR2,0,182,268_AL_.jpg"
245,"Devil's Own, The (1997)",The Devil's Own,the devil's own,"(245, 'manual')",http://www.imdb.com/title/tt0118972/,manual
246,Chasing Amy (1997),Chasing Amy,chasing amy,"(246, 'https://images-na.ssl-images-amazon.com/images/M/MV5BZDM3MTg2MGUtZDM0MC00NzMwLWE5NjItOWFjNjA2M2I4YzgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDM3MTg2MGUtZDM0MC00NzMwLWE5NjItOWFjNjA2M2I4YzgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
