movie_id,old_title,title
592,True Crime (1995),True Crime
593,Stalingrad (1993),Stalingrad
594,Heavy (1995),Heavy
595,"Fan, The (1996)",The Fan
596,"Hunchback of Notre Dame, The (1996)",The Hunchback of Notre Dame
597,Eraser (1996),Eraser
598,"Big Squeeze, The (1996)",The Big Squeeze
599,Police Story 4: Project S (Chao ji ji hua) (1993),Police Story 4: Project S
600,Daniel Defoe's Robinson Crusoe (1996),Daniel Defoe's Robinson Crusoe
601,For Whom the Bell Tolls (1943),For Whom the Bell Tolls
602,"American in Paris, An (1951)",An American in Paris
603,Rear Window (1954),Rear Window
604,It Happened One Night (1934),It Happened One Night
605,Meet Me in St. Louis (1944),Meet Me in St. Louis
606,All About Eve (1950),All About Eve
607,Rebecca (1940),Rebecca
608,Spellbound (1945),Spellbound
609,Father of the Bride (1950),Father of the Bride
610,Gigi (1958),Gigi
611,Laura (1944),Laura
612,Lost Horizon (1937),Lost Horizon
613,My Man Godfrey (1936),My Man Godfrey
614,Giant (1956),Giant
615,"39 Steps, The (1935)",The 39 Steps
616,Night of the Living Dead (1968),Night of the Living Dead
617,"Blue Angel, The (Blaue Engel, Der) (1930)",The Blue Angel
618,Picnic (1955),Picnic
619,Extreme Measures (1996),Extreme Measures
620,"Chamber, The (1996)",The Chamber
621,"Davy Crockett, King of the Wild Frontier (1955)","Davy Crockett, King of the Wild Frontier"
622,Swiss Family Robinson (1960),Swiss Family Robinson
623,Angels in the Outfield (1994),Angels in the Outfield
624,"Three Caballeros, The (1945)",The Three Caballeros
625,"Sword in the Stone, The (1963)",The Sword in the Stone
626,So Dear to My Heart (1949),So Dear to My Heart
627,Robin Hood: Prince of Thieves (1991),Robin Hood: Prince of Thieves
628,Sleepers (1996),Sleepers
629,Victor/Victoria (1982),Victor/Victoria
630,"Great Race, The (1965)",The Great Race
631,"Crying Game, The (1992)",The Crying Game
632,Sophie's Choice (1982),Sophie's Choice
633,"Christmas Carol, A (1938)",A Christmas Carol
634,Microcosmos: Le peuple de l'herbe (1996),Microcosmos: Le peuple de l'herbe
635,"Fog, The (1980)",The Fog
636,Escape from New York (1981),Escape from New York
637,"Howling, The (1981)",The Howling
638,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",The Return of Martin Guerre
639,"Tin Drum, The (Blechtrommel, Die) (1979)",The Tin Drum
640,"Cook the Thief His Wife & Her Lover, The (1989)",The Cook the Thief His Wife & Her Lover
641,Paths of Glory (1957),Paths of Glory
642,"Grifters, The (1990)",The Grifters
643,The Innocent (1994),The Innocent
644,"Thin Blue Line, The (1988)",The Thin Blue Line
645,Paris Is Burning (1990),Paris Is Burning
646,Once Upon a Time in the West (1969),Once Upon a Time in the West
647,Ran (1985),Ran
648,"Quiet Man, The (1952)",The Quiet Man
649,Once Upon a Time in America (1984),Once Upon a Time in America
650,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",The Seventh Seal
651,Glory (1989),Glory
652,Rosencrantz and Guildenstern Are Dead (1990),Rosencrantz and Guildenstern Are Dead
653,Touch of Evil (1958),Touch of Evil
654,Chinatown (1974),Chinatown
655,Stand by Me (1986),Stand by Me
656,M (1931),M
657,"Manchurian Candidate, The (1962)",The Manchurian Candidate
658,Pump Up the Volume (1990),Pump Up the Volume
659,Arsenic and Old Lace (1944),Arsenic and Old Lace
660,Fried Green Tomatoes (1991),Fried Green Tomatoes
661,High Noon (1952),High Noon
662,Somewhere in Time (1980),Somewhere in Time
663,Being There (1979),Being There
664,"Paris, Texas (1984)","Paris, Texas"
665,Alien 3 (1992),Alien 3
666,Blood For Dracula (Andy Warhol's Dracula) (1974),Blood For Dracula
667,Audrey Rose (1977),Audrey Rose
668,Blood Beach (1981),Blood Beach
669,Body Parts (1991),Body Parts
670,Body Snatchers (1993),Body Snatchers
671,Bride of Frankenstein (1935),Bride of Frankenstein
672,Candyman (1992),Candyman
673,Cape Fear (1962),Cape Fear
674,Cat People (1982),Cat People
675,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Nosferatu
676,"Crucible, The (1996)",The Crucible
677,Fire on the Mountain (1996),Fire on the Mountain
678,Volcano (1997),Volcano
679,Conan the Barbarian (1981),Conan the Barbarian
680,Kull the Conqueror (1997),Kull the Conqueror
681,Wishmaster (1997),Wishmaster
682,I Know What You Did Last Summer (1997),I Know What You Did Last Summer
683,Rocket Man (1997),Rocket Man
684,In the Line of Fire (1993),In the Line of Fire
685,Executive Decision (1996),Executive Decision
686,"Perfect World, A (1993)",A Perfect World
687,McHale's Navy (1997),McHale's Navy
688,Leave It to Beaver (1997),Leave It to Beaver
689,"Jackal, The (1997)",The Jackal
690,Seven Years in Tibet (1997),Seven Years in Tibet
691,Dark City (1998),Dark City
692,"American President, The (1995)",The American President
693,Casino (1995),Casino
694,Persuasion (1995),Persuasion
695,Kicking and Screaming (1995),Kicking and Screaming
696,City Hall (1996),City Hall
697,"Basketball Diaries, The (1995)",The Basketball Diaries
698,"Browning Version, The (1994)",The Browning Version
699,Little Women (1994),Little Women
700,Miami Rhapsody (1995),Miami Rhapsody
701,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)","The Wonderful, Horrible Life of Leni Riefenstahl"
702,Barcelona (1994),Barcelona
703,Widows' Peak (1994),Widows' Peak
704,"House of the Spirits, The (1993)",The House of the Spirits
705,Singin' in the Rain (1952),Singin' in the Rain
706,Bad Moon (1996),Bad Moon
707,Enchanted April (1991),Enchanted April
708,"Sex, Lies, and Videotape (1989)","Sex, Lies, and Videotape"
709,Strictly Ballroom (1992),Strictly Ballroom
710,Better Off Dead... (1985),Better Off Dead...
711,"Substance of Fire, The (1996)",The Substance of Fire
712,Tin Men (1987),Tin Men
713,Othello (1995),Othello
714,Carrington (1995),Carrington
715,To Die For (1995),To Die For
716,Home for the Holidays (1995),Home for the Holidays
717,"Juror, The (1996)",The Juror
718,In the Bleak Midwinter (1995),In the Bleak Midwinter
719,Canadian Bacon (1994),Canadian Bacon
720,First Knight (1995),First Knight
721,Mallrats (1995),Mallrats
722,Nine Months (1995),Nine Months
723,Boys on the Side (1995),Boys on the Side
724,Circle of Friends (1995),Circle of Friends
725,Exit to Eden (1994),Exit to Eden
726,Fluke (1995),Fluke
727,Immortal Beloved (1994),Immortal Beloved
728,Junior (1994),Junior
729,Nell (1994),Nell
730,"Queen Margot (Reine Margot, La) (1994)",Queen Margot
731,"Corrina, Corrina (1994)","Corrina, Corrina"
732,Dave (1993),Dave
733,Go Fish (1994),Go Fish
734,Made in America (1993),Made in America
735,Philadelphia (1993),Philadelphia
736,Shadowlands (1993),Shadowlands
737,Sirens (1994),Sirens
738,Threesome (1994),Threesome
739,Pretty Woman (1990),Pretty Woman
740,Jane Eyre (1996),Jane Eyre
741,"Last Supper, The (1995)",The Last Supper
742,Ransom (1996),Ransom
743,"Crow: City of Angels, The (1996)",The Crow: City of Angels
744,Michael Collins (1996),Michael Collins
745,"Ruling Class, The (1972)",The Ruling Class
746,Real Genius (1985),Real Genius
747,Benny & Joon (1993),Benny & Joon
748,"Saint, The (1997)",The Saint
749,"MatchMaker, The (1997)",The MatchMaker
750,Amistad (1997),Amistad
751,Tomorrow Never Dies (1997),Tomorrow Never Dies
752,"Replacement Killers, The (1998)",The Replacement Killers
753,Burnt By the Sun (1994),Burnt By the Sun
754,Red Corner (1997),Red Corner
755,Jumanji (1995),Jumanji
756,Father of the Bride Part II (1995),Father of the Bride Part II
757,Across the Sea of Time (1995),Across the Sea of Time
758,Lawnmower Man 2: Beyond Cyberspace (1996),Lawnmower Man 2: Beyond Cyberspace
759,Fair Game (1995),Fair Game
760,Screamers (1995),Screamers
761,Nick of Time (1995),Nick of Time
762,Beautiful Girls (1996),Beautiful Girls
763,Happy Gilmore (1996),Happy Gilmore
764,If Lucy Fell (1996),If Lucy Fell
765,Boomerang (1992),Boomerang
766,Man of the Year (1995),Man of the Year
767,"Addiction, The (1995)",The Addiction
768,Casper (1995),Casper
769,Congo (1995),Congo
770,Devil in a Blue Dress (1995),Devil in a Blue Dress
771,Johnny Mnemonic (1995),Johnny Mnemonic
772,Kids (1995),Kids
773,Mute Witness (1994),Mute Witness
774,"Prophecy, The (1995)",The Prophecy
775,Something to Talk About (1995),Something to Talk About
776,Three Wishes (1995),Three Wishes
777,Castle Freak (1995),Castle Freak
778,Don Juan DeMarco (1995),Don Juan DeMarco
779,Drop Zone (1994),Drop Zone
780,Dumb & Dumber (1994),Dumb & Dumber
781,French Kiss (1995),French Kiss
782,Little Odessa (1994),Little Odessa
783,Milk Money (1994),Milk Money
784,Beyond Bedlam (1993),Beyond Bedlam
785,Only You (1994),Only You
786,"Perez Family, The (1995)",The Perez Family
787,Roommates (1995),Roommates
788,Relative Fear (1994),Relative Fear
789,Swimming with Sharks (1995),Swimming with Sharks
790,Tommy Boy (1995),Tommy Boy
791,"Baby-Sitters Club, The (1995)",The Baby-Sitters Club
792,Bullets Over Broadway (1994),Bullets Over Broadway
793,Crooklyn (1994),Crooklyn
794,It Could Happen to You (1994),It Could Happen to You
795,Richie Rich (1994),Richie Rich
796,Speechless (1994),Speechless
797,Timecop (1994),Timecop
798,Bad Company (1995),Bad Company
799,Boys Life (1995),Boys Life
800,In the Mouth of Madness (1995),In the Mouth of Madness
801,"Air Up There, The (1994)",The Air Up There
802,Hard Target (1993),Hard Target
803,Heaven & Earth (1993),Heaven & Earth
804,Jimmy Hollywood (1994),Jimmy Hollywood
805,Manhattan Murder Mystery (1993),Manhattan Murder Mystery
806,Menace II Society (1993),Menace II Society
807,Poetic Justice (1993),Poetic Justice
808,"Program, The (1993)",The Program
809,Rising Sun (1993),Rising Sun
810,"Shadow, The (1994)",The Shadow
811,Thirty-Two Short Films About Glenn Gould (1993),Thirty-Two Short Films About Glenn Gould
812,Andre (1994),Andre
813,"Celluloid Closet, The (1995)",The Celluloid Closet
814,"Great Day in Harlem, A (1994)",A Great Day in Harlem
815,One Fine Day (1996),One Fine Day
816,Candyman: Farewell to the Flesh (1995),Candyman: Farewell to the Flesh
817,Frisk (1995),Frisk
818,Girl 6 (1996),Girl 6
819,Eddie (1996),Eddie
820,Space Jam (1996),Space Jam
821,Mrs. Winterbourne (1996),Mrs. Winterbourne
822,Faces (1968),Faces
823,Mulholland Falls (1996),Mulholland Falls
824,"Great White Hype, The (1996)",The Great White Hype
825,"Arrival, The (1996)",The Arrival
826,"Phantom, The (1996)",The Phantom
827,Daylight (1996),Daylight
828,Alaska (1996),Alaska
829,Fled (1996),Fled
830,Power 98 (1995),Power 98
831,Escape from L.A. (1996),Escape from L.A.
832,Bogus (1996),Bogus
833,Bulletproof (1996),Bulletproof
834,Halloween: The Curse of Michael Myers (1995),Halloween: The Curse of Michael Myers
835,"Gay Divorcee, The (1934)",The Gay Divorcee
836,Ninotchka (1939),Ninotchka
837,Meet John Doe (1941),Meet John Doe
838,In the Line of Duty 2 (1987),In the Line of Duty 2
839,Loch Ness (1995),Loch Ness
840,Last Man Standing (1996),Last Man Standing
841,"Glimmer Man, The (1996)",The Glimmer Man
842,Pollyanna (1960),Pollyanna
843,"Shaggy Dog, The (1959)",The Shaggy Dog
844,Freeway (1996),Freeway
845,That Thing You Do! (1996),That Thing You Do!
846,To Gillian on Her 37th Birthday (1996),To Gillian on Her 37th Birthday
847,Looking for Richard (1996),Looking for Richard
848,"Murder, My Sweet (1944)","Murder, My Sweet"
849,Days of Thunder (1990),Days of Thunder
850,"Perfect Candidate, A (1996)",A Perfect Candidate
851,Two or Three Things I Know About Her (1966),Two or Three Things I Know About Her
852,"Bloody Child, The (1996)",The Bloody Child
853,Braindead (1992),Braindead
854,Bad Taste (1987),Bad Taste
855,Diva (1981),Diva
856,Night on Earth (1991),Night on Earth
857,Paris Was a Woman (1995),Paris Was a Woman
858,Amityville: Dollhouse (1996),Amityville: Dollhouse
859,April Fool's Day (1986),April Fool's Day
860,"Believers, The (1987)",The Believers
861,Nosferatu a Venezia (1986),Nosferatu a Venezia
862,Jingle All the Way (1996),Jingle All the Way
863,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",The Garden of Finzi-Contini
864,My Fellow Americans (1996),My Fellow Americans
865,"Ice Storm, The (1997)",The Ice Storm
866,Michael (1996),Michael
867,"Whole Wide World, The (1996)",The Whole Wide World
868,Hearts and Minds (1996),Hearts and Minds
869,Fools Rush In (1997),Fools Rush In
870,Touch (1997),Touch
871,Vegas Vacation (1997),Vegas Vacation
872,Love Jones (1997),Love Jones
873,Picture Perfect (1997),Picture Perfect
874,Career Girls (1997),Career Girls
875,She's So Lovely (1997),She's So Lovely
876,Money Talks (1997),Money Talks
877,Excess Baggage (1997),Excess Baggage
878,That Darn Cat! (1997),That Darn Cat!
879,"Peacemaker, The (1997)",The Peacemaker
880,Soul Food (1997),Soul Food
881,Money Talks (1997),Money Talks
882,Washington Square (1997),Washington Square
883,Telling Lies in America (1997),Telling Lies in America
884,Year of the Horse (1997),Year of the Horse
885,Phantoms (1998),Phantoms
886,"Life Less Ordinary, A (1997)",A Life Less Ordinary
887,Eve's Bayou (1997),Eve's Bayou
888,One Night Stand (1997),One Night Stand
889,"Tango Lesson, The (1997)",The Tango Lesson
890,Mortal Kombat: Annihilation (1997),Mortal Kombat: Annihilation
891,Bent (1997),Bent
892,Flubber (1997),Flubber
893,For Richer or Poorer (1997),For Richer or Poorer
894,Home Alone 3 (1997),Home Alone 3
895,Scream 2 (1997),Scream 2
896,"Sweet Hereafter, The (1997)",The Sweet Hereafter
897,Time Tracers (1995),Time Tracers
898,"Postman, The (1997)",The Postman
899,"Winter Guest, The (1997)",The Winter Guest
900,Kundun (1997),Kundun
901,Mr. Magoo (1997),Mr. Magoo
902,"Big Lebowski, The (1998)",The Big Lebowski
903,Afterglow (1997),Afterglow
904,Ma vie en rose (My Life in Pink) (1997),Ma vie en rose
905,Great Expectations (1998),Great Expectations
906,Oscar & Lucinda (1997),Oscar & Lucinda
907,Vermin (1998),Vermin
908,Half Baked (1998),Half Baked
909,Dangerous Beauty (1998),Dangerous Beauty
910,Nil By Mouth (1997),Nil By Mouth
911,Twilight (1998),Twilight
912,U.S. Marshalls (1998),U.S. Marshalls
913,Love and Death on Long Island (1997),Love and Death on Long Island
914,Wild Things (1998),Wild Things
915,Primary Colors (1998),Primary Colors
916,Lost in Space (1998),Lost in Space
917,Mercury Rising (1998),Mercury Rising
918,City of Angels (1998),City of Angels
919,"City of Lost Children, The (1995)",The City of Lost Children
920,Two Bits (1995),Two Bits
921,Farewell My Concubine (1993),Farewell My Concubine
922,Dead Man (1995),Dead Man
923,Raise the Red Lantern (1991),Raise the Red Lantern
924,White Squall (1996),White Squall
925,Unforgettable (1996),Unforgettable
926,Down Periscope (1996),Down Periscope
927,"Flower of My Secret, The (Flor de mi secreto, La) (1995)",The Flower of My Secret
928,"Craft, The (1996)",The Craft
929,Harriet the Spy (1996),Harriet the Spy
930,Chain Reaction (1996),Chain Reaction
931,"Island of Dr. Moreau, The (1996)",The Island of Dr. Moreau
932,First Kid (1996),First Kid
933,"Funeral, The (1996)",The Funeral
934,"Preacher's Wife, The (1996)",The Preacher's Wife
935,Paradise Road (1997),Paradise Road
936,Brassed Off (1996),Brassed Off
937,"Thousand Acres, A (1997)",A Thousand Acres
938,"Smile Like Yours, A (1997)",A Smile Like Yours
939,Murder in the First (1995),Murder in the First
940,Airheads (1994),Airheads
941,With Honors (1994),With Honors
942,What's Love Got to Do with It (1993),What's Love Got to Do with It
943,Killing Zoe (1994),Killing Zoe
944,Renaissance Man (1994),Renaissance Man
945,Charade (1963),Charade
946,"Fox and the Hound, The (1981)",The Fox and the Hound
947,"Big Blue, The (Grand bleu, Le) (1988)",The Big Blue
948,Booty Call (1997),Booty Call
949,How to Make an American Quilt (1995),How to Make an American Quilt
950,Georgia (1995),Georgia
951,"Indian in the Cupboard, The (1995)",The Indian in the Cupboard
952,Blue in the Face (1995),Blue in the Face
953,Unstrung Heroes (1995),Unstrung Heroes
954,Unzipped (1995),Unzipped
955,Before Sunrise (1995),Before Sunrise
956,Nobody's Fool (1994),Nobody's Fool
957,Pushing Hands (1992),Pushing Hands
958,To Live (Huozhe) (1994),To Live
959,Dazed and Confused (1993),Dazed and Confused
960,Naked (1993),Naked
961,Orlando (1993),Orlando
962,Ruby in Paradise (1993),Ruby in Paradise
963,Some Folks Call It a Sling Blade (1993),Some Folks Call It a Sling Blade
964,"Month by the Lake, A (1995)",A Month by the Lake
965,Funny Face (1957),Funny Face
966,"Affair to Remember, An (1957)",An Affair to Remember
967,Little Lord Fauntleroy (1936),Little Lord Fauntleroy
968,"Inspector General, The (1949)",The Inspector General
969,Winnie the Pooh and the Blustery Day (1968),Winnie the Pooh and the Blustery Day
970,Hear My Song (1991),Hear My Song
971,Mediterraneo (1991),Mediterraneo
972,Passion Fish (1992),Passion Fish
973,Grateful Dead (1995),Grateful Dead
974,Eye for an Eye (1996),Eye for an Eye
975,Fear (1996),Fear
976,Solo (1996),Solo
977,"Substitute, The (1996)",The Substitute
978,Heaven's Prisoners (1996),Heaven's Prisoners
979,"Trigger Effect, The (1996)",The Trigger Effect
980,Mother Night (1996),Mother Night
981,Dangerous Ground (1997),Dangerous Ground
982,Maximum Risk (1996),Maximum Risk
983,"Rich Man's Wife, The (1996)",The Rich Man's Wife
984,Shadow Conspiracy (1997),Shadow Conspiracy
985,Blood & Wine (1997),Blood & Wine
986,Turbulence (1997),Turbulence
987,Underworld (1997),Underworld
988,"Beautician and the Beast, The (1997)",The Beautician and the Beast
989,Cats Don't Dance (1997),Cats Don't Dance
990,Anna Karenina (1997),Anna Karenina
991,Keys to Tulsa (1997),Keys to Tulsa
992,Head Above Water (1996),Head Above Water
993,Hercules (1997),Hercules
994,"Last Time I Committed Suicide, The (1997)",The Last Time I Committed Suicide
995,"Kiss Me, Guido (1997)","Kiss Me, Guido"
996,"Big Green, The (1995)",The Big Green
997,Stuart Saves His Family (1995),Stuart Saves His Family
998,Cabin Boy (1994),Cabin Boy
999,Clean Slate (1994),Clean Slate
1000,Lightning Jack (1994),Lightning Jack
1001,"Stupids, The (1996)",The Stupids
1002,"Pest, The (1997)",The Pest
1003,That Darn Cat! (1997),That Darn Cat!
1004,Geronimo: An American Legend (1993),Geronimo: An American Legend
1005,"Double vie de V_ronique, La (Double Life of Veronique, The) (1991)",La Double vie de Vronique
1006,Until the End of the World (Bis ans Ende der Welt) (1991),Until the End of the World
1007,Waiting for Guffman (1996),Waiting for Guffman
1008,I Shot Andy Warhol (1996),I Shot Andy Warhol
1009,Stealing Beauty (1996),Stealing Beauty
1010,Basquiat (1996),Basquiat
1011,2 Days in the Valley (1996),2 Days in the Valley
1012,Private Parts (1997),Private Parts
1013,Anaconda (1997),Anaconda
1014,Romy and Michele's High School Reunion (1997),Romy and Michele's High School Reunion
1015,Shiloh (1997),Shiloh
1016,Con Air (1997),Con Air
1017,Trees Lounge (1996),Trees Lounge
1018,Tie Me Up! Tie Me Down! (1990),Tie Me Up! Tie Me Down!
1019,"Die xue shuang xiong (Killer, The) (1989)",The Killer
1020,Gaslight (1944),Gaslight
1021,8 1/2 (1963),8 1/2
1022,"Fast, Cheap & Out of Control (1997)","Fast, Cheap & Out of Control"
1023,Fathers' Day (1997),Fathers' Day
1024,Mrs. Dalloway (1997),Mrs. Dalloway
1025,Fire Down Below (1997),Fire Down Below
1026,"Lay of the Land, The (1997)",The Lay of the Land
1027,"Shooter, The (1995)",The Shooter
1028,Grumpier Old Men (1995),Grumpier Old Men
1029,Jury Duty (1995),Jury Duty
1030,"Beverly Hillbillies, The (1993)",The Beverly Hillbillies
1031,Lassie (1994),Lassie
1032,Little Big League (1994),Little Big League
1033,Homeward Bound II: Lost in San Francisco (1996),Homeward Bound II: Lost in San Francisco
1034,"Quest, The (1996)",The Quest
1035,Cool Runnings (1993),Cool Runnings
1036,Drop Dead Fred (1991),Drop Dead Fred
1037,Grease 2 (1982),Grease 2
1038,Switchback (1997),Switchback
1039,Hamlet (1996),Hamlet
1040,Two if by Sea (1996),Two if by Sea
1041,Forget Paris (1995),Forget Paris
1042,Just Cause (1995),Just Cause
1043,Rent-a-Kid (1995),Rent-a-Kid
1044,"Paper, The (1994)",The Paper
1045,Fearless (1993),Fearless
1046,Malice (1993),Malice
1047,Multiplicity (1996),Multiplicity
1048,She's the One (1996),She's the One
1049,House Arrest (1996),House Arrest
1050,"Ghost and Mrs. Muir, The (1947)",The Ghost and Mrs. Muir
1051,"Associate, The (1996)",The Associate
1052,Dracula: Dead and Loving It (1995),Dracula: Dead and Loving It
1053,Now and Then (1995),Now and Then
1054,Mr. Wrong (1996),Mr. Wrong
1055,"Simple Twist of Fate, A (1994)",A Simple Twist of Fate
1056,Cronos (1992),Cronos
1057,"Pallbearer, The (1996)",The Pallbearer
1058,"War, The (1994)",The War
1059,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Don't Be a Menace to South Central While Drinking Your Juice in the Hood
1060,"Adventures of Pinocchio, The (1996)",The Adventures of Pinocchio
1061,"Evening Star, The (1996)",The Evening Star
1062,Four Days in September (1997),Four Days in September
1063,"Little Princess, A (1995)",A Little Princess
1064,Crossfire (1947),Crossfire
1065,Koyaanisqatsi (1983),Koyaanisqatsi
1066,Balto (1995),Balto
1067,Bottle Rocket (1996),Bottle Rocket
1068,"Star Maker, The (Uomo delle stelle, L') (1995)",The Star Maker
1069,Amateur (1994),Amateur
1070,Living in Oblivion (1995),Living in Oblivion
1071,Party Girl (1995),Party Girl
1072,"Pyromaniac's Love Story, A (1995)",A Pyromaniac's Love Story
1073,Shallow Grave (1994),Shallow Grave
1074,Reality Bites (1994),Reality Bites
1075,"Man of No Importance, A (1994)",A Man of No Importance
1076,"Pagemaster, The (1994)",The Pagemaster
1077,Love and a .45 (1994),Love and a .45
1078,Oliver & Company (1988),Oliver & Company
1079,Joe's Apartment (1996),Joe's Apartment
1080,Celestial Clockwork (1994),Celestial Clockwork
1081,Curdled (1996),Curdled
1082,Female Perversions (1996),Female Perversions
1083,Albino Alligator (1996),Albino Alligator
1084,Anne Frank Remembered (1995),Anne Frank Remembered
1085,Carried Away (1996),Carried Away
1086,It's My Party (1995),It's My Party
1087,Bloodsport 2 (1995),Bloodsport 2
1088,Double Team (1997),Double Team
1089,Speed 2: Cruise Control (1997),Speed 2: Cruise Control
1090,Sliver (1993),Sliver
1091,Pete's Dragon (1977),Pete's Dragon
1092,Dear God (1996),Dear God
1093,Live Nude Girls (1995),Live Nude Girls
1094,"Thin Line Between Love and Hate, A (1996)",A Thin Line Between Love and Hate
1095,High School High (1996),High School High
1096,Commandments (1997),Commandments
1097,"Hate (Haine, La) (1995)",Hate
1098,Flirting With Disaster (1996),Flirting With Disaster
1099,"Red Firecracker, Green Firecracker (1994)","Red Firecracker, Green Firecracker"
1100,What Happened Was... (1994),What Happened Was...
1101,Six Degrees of Separation (1993),Six Degrees of Separation
1102,Two Much (1996),Two Much
1103,Trust (1990),Trust
1104,C'est arriv_ près de chez vous (1992),Man Bites Dog
1105,Firestorm (1998),Firestorm
1106,"Newton Boys, The (1998)",The Newton Boys
1107,Beyond Rangoon (1995),Beyond Rangoon
1108,Feast of July (1995),Feast of July
1109,Death and the Maiden (1994),Death and the Maiden
1110,Tank Girl (1995),Tank Girl
1111,Double Happiness (1994),Double Happiness
1112,Cobb (1994),Cobb
1113,Mrs. Parker and the Vicious Circle (1994),Mrs. Parker and the Vicious Circle
1114,Faithful (1996),Faithful
1115,Twelfth Night (1996),Twelfth Night
1116,"Mark of Zorro, The (1940)",The Mark of Zorro
1117,Surviving Picasso (1996),Surviving Picasso
1118,Up in Smoke (1978),Up in Smoke
1119,Some Kind of Wonderful (1987),Some Kind of Wonderful
1120,I'm Not Rappaport (1996),I'm Not Rappaport
1121,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",The Umbrellas of Cherbourg
1122,They Made Me a Criminal (1939),They Made Me a Criminal
1123,"Last Time I Saw Paris, The (1954)",The Last Time I Saw Paris
1124,"Farewell to Arms, A (1932)",A Farewell to Arms
1125,"Innocents, The (1961)",The Innocents
1126,"Old Man and the Sea, The (1958)",The Old Man and the Sea
1127,"Truman Show, The (1998)",The Truman Show
1128,Heidi Fleiss: Hollywood Madam (1995) ,Heidi Fleiss: Hollywood Madam 
1129,Chungking Express (1994),Chungking Express
1130,Jupiter's Wife (1994),Jupiter's Wife
1131,Safe (1995),Safe
1132,Feeling Minnesota (1996),Feeling Minnesota
1133,Escape to Witch Mountain (1975),Escape to Witch Mountain
1134,Get on the Bus (1996),Get on the Bus
1135,"Doors, The (1991)",The Doors
1136,Ghosts of Mississippi (1996),Ghosts of Mississippi
1137,Beautiful Thing (1996),Beautiful Thing
1138,Best Men (1997),Best Men
1139,Hackers (1995),Hackers
1140,"Road to Wellville, The (1994)",The Road to Wellville
1141,"War Room, The (1993)",The War Room
1142,When We Were Kings (1996),When We Were Kings
1143,Hard Eight (1996),Hard Eight
1144,"Quiet Room, The (1996)",The Quiet Room
1145,Blue Chips (1994),Blue Chips
1146,Calendar Girl (1993),Calendar Girl
1147,My Family (1995),My Family
1148,Tom & Viv (1994),Tom & Viv
1149,Walkabout (1971),Walkabout
1150,Last Dance (1996),Last Dance
1151,Original Gangstas (1996),Original Gangstas
1152,In Love and War (1996),In Love and War
1153,Backbeat (1993),Backbeat
1154,Alphaville (1965),Alphaville
1155,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",Rendezvous in Paris
1156,Cyclo (1995),Cyclo
1157,"Relic, The (1997)",The Relic
1158,"Fille seule, La (A Single Girl) (1995)",A Single Girl
1159,Stalker (1979),Stalker
1160,Love! Valour! Compassion! (1997),Love! Valour! Compassion!
1161,Palookaville (1996),Palookaville
1162,Phat Beach (1996),Phat Beach
1163,"Portrait of a Lady, The (1996)",The Portrait of a Lady
1164,Zeus and Roxanne (1997),Zeus and Roxanne
1165,Big Bully (1996),Big Bully
1166,Love & Human Remains (1993),Love & Human Remains
1167,"Sum of Us, The (1994)",The Sum of Us
1168,Little Buddha (1993),Little Buddha
1169,Fresh (1994),Fresh
1170,Spanking the Monkey (1994),Spanking the Monkey
1171,Wild Reeds (1994),Wild Reeds
1172,"Women, The (1939)",The Women
1173,Bliss (1997),Bliss
1174,Caught (1996),Caught
1175,Hugo Pool (1997),Hugo Pool
1176,Welcome To Sarajevo (1997),Welcome To Sarajevo
1177,Dunston Checks In (1996),Dunston Checks In
1178,Major Payne (1994),Major Payne
1179,Man of the House (1995),Man of the House
1180,I Love Trouble (1994),I Love Trouble
1181,"Low Down Dirty Shame, A (1994)",A Low Down Dirty Shame
1182,Cops and Robbersons (1994),Cops and Robbersons
1183,"Cowboy Way, The (1994)",The Cowboy Way
1184,"Endless Summer 2, The (1994)",The Endless Summer 2
1185,In the Army Now (1994),In the Army Now
1186,"Inkwell, The (1994)",The Inkwell
1187,Switchblade Sisters (1975),Switchblade Sisters
1188,Young Guns II (1990),Young Guns II
1189,Prefontaine (1997),Prefontaine
1190,That Old Feeling (1997),That Old Feeling
1191,"Letter From Death Row, A (1998)",A Letter From Death Row
1192,"Boys of St. Vincent, The (1993)",The Boys of St. Vincent
1193,Before the Rain (Pred dozhdot) (1994),Before the Rain
1194,Once Were Warriors (1994),Once Were Warriors
1195,Strawberry and Chocolate (Fresa y chocolate) (1993),Strawberry and Chocolate
1196,"Savage Nights (Nuits fauves, Les) (1992)",Savage Nights
1197,"Family Thing, A (1996)",A Family Thing
1198,Purple Noon (1960),Purple Noon
1199,Cemetery Man (Dellamorte Dellamore) (1994),Cemetery Man
1200,Kim (1950),Kim
1201,Marlene Dietrich: Shadow and Light (1996) ,Marlene Dietrich: Shadow and Light 
